,Currency,Exchange,day,month,year
1828,EUR,0.9185,1,1,2016
1829,GBP,0.6742,1,1,2016
1830,USD,1.0,2,1,2016
1831,CAD,1.3884,2,1,2016
1832,AUD,1.3683,2,1,2016
1833,EUR,0.9185,2,1,2016
1834,GBP,0.6742,2,1,2016
1835,USD,1.0,3,1,2016
1836,CAD,1.3884,3,1,2016
1837,AUD,1.3683,3,1,2016
1838,EUR,0.9185,3,1,2016
1839,GBP,0.6742,3,1,2016
1840,USD,1.0,4,1,2016
1841,CAD,1.3922,4,1,2016
1842,AUD,1.3904,4,1,2016
1843,EUR,0.9176,4,1,2016
1844,GBP,0.6773,4,1,2016
1845,USD,1.0,5,1,2016
1846,CAD,1.3936,5,1,2016
1847,AUD,1.3942,5,1,2016
1848,EUR,0.9306,5,1,2016
1849,GBP,0.6815,5,1,2016
1850,USD,1.0,6,1,2016
1851,CAD,1.4091,6,1,2016
1852,AUD,1.4138,6,1,2016
1853,EUR,0.9309,6,1,2016
1854,GBP,0.6837,6,1,2016
1855,USD,1.0,7,1,2016
1856,CAD,1.4133,7,1,2016
1857,AUD,1.4308,7,1,2016
1858,EUR,0.9201,7,1,2016
1859,GBP,0.6859,7,1,2016
1860,USD,1.0,8,1,2016
1861,CAD,1.4106,8,1,2016
1862,AUD,1.4267,8,1,2016
1863,EUR,0.9207,8,1,2016
1864,GBP,0.6861,8,1,2016
1865,USD,1.0,9,1,2016
1866,CAD,1.4106,9,1,2016
1867,AUD,1.4267,9,1,2016
1868,EUR,0.9207,9,1,2016
1869,GBP,0.6861,9,1,2016
1870,USD,1.0,10,1,2016
1871,CAD,1.4106,10,1,2016
1872,AUD,1.4267,10,1,2016
1873,EUR,0.9207,10,1,2016
1874,GBP,0.6861,10,1,2016
1875,USD,1.0,11,1,2016
1876,CAD,1.4085,11,1,2016
1877,AUD,1.4251,11,1,2016
1878,EUR,0.9184,11,1,2016
1879,GBP,0.6861,11,1,2016
1880,USD,1.0,12,1,2016
1881,CAD,1.4184,12,1,2016
1882,AUD,1.4267,12,1,2016
1883,EUR,0.9228,12,1,2016
1884,GBP,0.6929,12,1,2016
1885,USD,1.0,13,1,2016
1886,CAD,1.4221,13,1,2016
1887,AUD,1.425,13,1,2016
1888,EUR,0.9246,13,1,2016
1889,GBP,0.6936,13,1,2016
1890,USD,1.0,14,1,2016
1891,CAD,1.4364,14,1,2016
1892,AUD,1.4408,14,1,2016
1893,EUR,0.918,14,1,2016
1894,GBP,0.695,14,1,2016
1895,USD,1.0,15,1,2016
1896,CAD,1.4522,15,1,2016
1897,AUD,1.4564,15,1,2016
1898,EUR,0.9163,15,1,2016
1899,GBP,0.6977,15,1,2016
1900,USD,1.0,16,1,2016
1901,CAD,1.4522,16,1,2016
1902,AUD,1.4564,16,1,2016
1903,EUR,0.9163,16,1,2016
1904,GBP,0.6977,16,1,2016
1905,USD,1.0,17,1,2016
1906,CAD,1.4522,17,1,2016
1907,AUD,1.4564,17,1,2016
1908,EUR,0.9163,17,1,2016
1909,GBP,0.6977,17,1,2016
1910,USD,1.0,18,1,2016
1911,CAD,1.4506,18,1,2016
1912,AUD,1.4515,18,1,2016
1913,EUR,0.9181,18,1,2016
1914,GBP,0.7002,18,1,2016
1915,USD,1.0,19,1,2016
1916,CAD,1.4492,19,1,2016
1917,AUD,1.4421,19,1,2016
1918,EUR,0.9201,19,1,2016
1919,GBP,0.7037,19,1,2016
1920,USD,1.0,20,1,2016
1921,CAD,1.4637,20,1,2016
1922,AUD,1.4592,20,1,2016
1923,EUR,0.9168,20,1,2016
1924,GBP,0.706,20,1,2016
1925,USD,1.0,21,1,2016
1926,CAD,1.4459,21,1,2016
1927,AUD,1.4463,21,1,2016
1928,EUR,0.918,21,1,2016
1929,GBP,0.7085,21,1,2016
1930,USD,1.0,22,1,2016
1931,CAD,1.4171,22,1,2016
1932,AUD,1.423,22,1,2016
1933,EUR,0.9252,22,1,2016
1934,GBP,0.6982,22,1,2016
1935,USD,1.0,23,1,2016
1936,CAD,1.4171,23,1,2016
1937,AUD,1.423,23,1,2016
1938,EUR,0.9252,23,1,2016
1939,GBP,0.6982,23,1,2016
1940,USD,1.0,24,1,2016
1941,CAD,1.4171,24,1,2016
1942,AUD,1.423,24,1,2016
1943,EUR,0.9252,24,1,2016
1944,GBP,0.6982,24,1,2016
1945,USD,1.0,25,1,2016
1946,CAD,1.4194,25,1,2016
1947,AUD,1.4328,25,1,2016
1948,EUR,0.9246,25,1,2016
1949,GBP,0.7017,25,1,2016
1950,USD,1.0,26,1,2016
1951,CAD,1.4221,26,1,2016
1952,AUD,1.4349,26,1,2016
1953,EUR,0.9228,26,1,2016
1954,GBP,0.7022,26,1,2016
1955,USD,1.0,27,1,2016
1956,CAD,1.4081,27,1,2016
1957,AUD,1.42,27,1,2016
1958,EUR,0.9184,27,1,2016
1959,GBP,0.6977,27,1,2016
1960,USD,1.0,28,1,2016
1961,CAD,1.4085,28,1,2016
1962,AUD,1.4142,28,1,2016
1963,EUR,0.9172,28,1,2016
1964,GBP,0.6991,28,1,2016
1965,USD,1.0,29,1,2016
1966,CAD,1.4069,29,1,2016
1967,AUD,1.4092,29,1,2016
1968,EUR,0.9158,29,1,2016
1969,GBP,0.6997,29,1,2016
1970,USD,1.0,30,1,2016
1971,CAD,1.4069,30,1,2016
1972,AUD,1.4092,30,1,2016
1973,EUR,0.9158,30,1,2016
1974,GBP,0.6997,30,1,2016
1975,USD,1.0,31,1,2016
1976,CAD,1.4069,31,1,2016
1977,AUD,1.4092,31,1,2016
1978,EUR,0.9158,31,1,2016
1979,GBP,0.6997,31,1,2016
1980,USD,1.0,1,2,2016
1981,CAD,1.4014,1,2,2016
1982,AUD,1.4128,1,2,2016
1983,EUR,0.9188,1,2,2016
1984,GBP,0.6992,1,2,2016
1985,USD,1.0,2,2,2016
1986,CAD,1.4005,2,2,2016
1987,AUD,1.4173,2,2,2016
1988,EUR,0.9158,2,2,2016
1989,GBP,0.6948,2,2,2016
1990,USD,1.0,3,2,2016
1991,CAD,1.3934,3,2,2016
1992,AUD,1.4163,3,2,2016
1993,EUR,0.9147,3,2,2016
1994,GBP,0.689,3,2,2016
1995,USD,1.0,4,2,2016
1996,CAD,1.3712,4,2,2016
1997,AUD,1.3873,4,2,2016
1998,EUR,0.8924,4,2,2016
1999,GBP,0.6835,4,2,2016
2000,USD,1.0,5,2,2016
2001,CAD,1.3751,5,2,2016
2002,AUD,1.3911,5,2,2016
2003,EUR,0.8927,5,2,2016
2004,GBP,0.6872,5,2,2016
2005,USD,1.0,6,2,2016
2006,CAD,1.3751,6,2,2016
2007,AUD,1.3911,6,2,2016
2008,EUR,0.8927,6,2,2016
2009,GBP,0.6872,6,2,2016
2010,USD,1.0,7,2,2016
2011,CAD,1.3751,7,2,2016
2012,AUD,1.3911,7,2,2016
2013,EUR,0.8927,7,2,2016
2014,GBP,0.6872,7,2,2016
2015,USD,1.0,8,2,2016
2016,CAD,1.3951,8,2,2016
2017,AUD,1.4166,8,2,2016
2018,EUR,0.9008,8,2,2016
2019,GBP,0.6958,8,2,2016
2020,USD,1.0,9,2,2016
2021,CAD,1.3904,9,2,2016
2022,AUD,1.4314,9,2,2016
2023,EUR,0.89,9,2,2016
2024,GBP,0.6937,9,2,2016
2025,USD,1.0,10,2,2016
2026,CAD,1.3859,10,2,2016
2027,AUD,1.4078,10,2,2016
2028,EUR,0.8883,10,2,2016
2029,GBP,0.6869,10,2,2016
2030,USD,1.0,11,2,2016
2031,CAD,1.3961,11,2,2016
2032,AUD,1.4117,11,2,2016
2033,EUR,0.8813,11,2,2016
2034,GBP,0.6939,11,2,2016
2035,USD,1.0,12,2,2016
2036,CAD,1.3923,12,2,2016
2037,AUD,1.4103,12,2,2016
2038,EUR,0.8869,12,2,2016
2039,GBP,0.6894,12,2,2016
2040,USD,1.0,13,2,2016
2041,CAD,1.3923,13,2,2016
2042,AUD,1.4103,13,2,2016
2043,EUR,0.8869,13,2,2016
2044,GBP,0.6894,13,2,2016
2045,USD,1.0,14,2,2016
2046,CAD,1.3923,14,2,2016
2047,AUD,1.4103,14,2,2016
2048,EUR,0.8869,14,2,2016
2049,GBP,0.6894,14,2,2016
2050,USD,1.0,15,2,2016
2051,CAD,1.3823,15,2,2016
2052,AUD,1.3975,15,2,2016
2053,EUR,0.8945,15,2,2016
2054,GBP,0.6905,15,2,2016
2055,USD,1.0,16,2,2016
2056,CAD,1.3819,16,2,2016
2057,AUD,1.3975,16,2,2016
2058,EUR,0.8956,16,2,2016
2059,GBP,0.6948,16,2,2016
2060,USD,1.0,17,2,2016
2061,CAD,1.3817,17,2,2016
2062,AUD,1.4035,17,2,2016
2063,EUR,0.898,17,2,2016
2064,GBP,0.6989,17,2,2016
2065,USD,1.0,18,2,2016
2066,CAD,1.3685,18,2,2016
2067,AUD,1.3981,18,2,2016
2068,EUR,0.9022,18,2,2016
2069,GBP,0.696,18,2,2016
2070,USD,1.0,19,2,2016
2071,CAD,1.3765,19,2,2016
2072,AUD,1.4064,19,2,2016
2073,EUR,0.9012,19,2,2016
2074,GBP,0.7004,19,2,2016
2075,USD,1.0,20,2,2016
2076,CAD,1.3765,20,2,2016
2077,AUD,1.4064,20,2,2016
2078,EUR,0.9012,20,2,2016
2079,GBP,0.7004,20,2,2016
2080,USD,1.0,21,2,2016
2081,CAD,1.3765,21,2,2016
2082,AUD,1.4064,21,2,2016
2083,EUR,0.9012,21,2,2016
2084,GBP,0.7004,21,2,2016
2085,USD,1.0,22,2,2016
2086,CAD,1.372,22,2,2016
2087,AUD,1.3896,22,2,2016
2088,EUR,0.9069,22,2,2016
2089,GBP,0.7096,22,2,2016
2090,USD,1.0,23,2,2016
2091,CAD,1.3739,23,2,2016
2092,AUD,1.3817,23,2,2016
2093,EUR,0.9089,23,2,2016
2094,GBP,0.7088,23,2,2016
2095,USD,1.0,24,2,2016
2096,CAD,1.3839,24,2,2016
2097,AUD,1.395,24,2,2016
2098,EUR,0.9107,24,2,2016
2099,GBP,0.7188,24,2,2016
2100,USD,1.0,25,2,2016
2101,CAD,1.3626,25,2,2016
2102,AUD,1.3868,25,2,2016
2103,EUR,0.9069,25,2,2016
2104,GBP,0.7157,25,2,2016
2105,USD,1.0,26,2,2016
2106,CAD,1.3546,26,2,2016
2107,AUD,1.3879,26,2,2016
2108,EUR,0.9086,26,2,2016
2109,GBP,0.7155,26,2,2016
2110,USD,1.0,27,2,2016
2111,CAD,1.3546,27,2,2016
2112,AUD,1.3879,27,2,2016
2113,EUR,0.9086,27,2,2016
2114,GBP,0.7155,27,2,2016
2115,USD,1.0,28,2,2016
2116,CAD,1.3546,28,2,2016
2117,AUD,1.3879,28,2,2016
2118,EUR,0.9086,28,2,2016
2119,GBP,0.7155,28,2,2016
2120,USD,1.0,29,2,2016
2121,CAD,1.3563,29,2,2016
2122,AUD,1.4015,29,2,2016
2123,EUR,0.9184,29,2,2016
2124,GBP,0.7217,29,2,2016
2125,USD,1.0,1,3,2016
2126,CAD,1.352,1,3,2016
2127,AUD,1.3977,1,3,2016
2128,EUR,0.9198,1,3,2016
2129,GBP,0.7156,1,3,2016
2130,USD,1.0,2,3,2016
2131,CAD,1.3444,2,3,2016
2132,AUD,1.3826,2,3,2016
2133,EUR,0.9211,2,3,2016
2134,GBP,0.7131,2,3,2016
2135,USD,1.0,3,3,2016
2136,CAD,1.3434,3,3,2016
2137,AUD,1.3624,3,3,2016
2138,EUR,0.9173,3,3,2016
2139,GBP,0.7103,3,3,2016
2140,USD,1.0,4,3,2016
2141,CAD,1.3416,4,3,2016
2142,AUD,1.3545,4,3,2016
2143,EUR,0.9116,4,3,2016
2144,GBP,0.7063,4,3,2016
2145,USD,1.0,5,3,2016
2146,CAD,1.3416,5,3,2016
2147,AUD,1.3545,5,3,2016
2148,EUR,0.9116,5,3,2016
2149,GBP,0.7063,5,3,2016
2150,USD,1.0,6,3,2016
2151,CAD,1.3416,6,3,2016
2152,AUD,1.3545,6,3,2016
2153,EUR,0.9116,6,3,2016
2154,GBP,0.7063,6,3,2016
2155,USD,1.0,7,3,2016
2156,CAD,1.3377,7,3,2016
2157,AUD,1.349,7,3,2016
2158,EUR,0.913,7,3,2016
2159,GBP,0.707,7,3,2016
2160,USD,1.0,8,3,2016
2161,CAD,1.3325,8,3,2016
2162,AUD,1.3415,8,3,2016
2163,EUR,0.9068,8,3,2016
2164,GBP,0.7037,8,3,2016
2165,USD,1.0,9,3,2016
2166,CAD,1.3401,9,3,2016
2167,AUD,1.3351,9,3,2016
2168,EUR,0.9113,9,3,2016
2169,GBP,0.703,9,3,2016
2170,USD,1.0,10,3,2016
2171,CAD,1.3285,10,3,2016
2172,AUD,1.3376,10,3,2016
2173,EUR,0.9211,10,3,2016
2174,GBP,0.7067,10,3,2016
2175,USD,1.0,11,3,2016
2176,CAD,1.3253,11,3,2016
2177,AUD,1.3315,11,3,2016
2178,EUR,0.9017,11,3,2016
2179,GBP,0.6997,11,3,2016
2180,USD,1.0,12,3,2016
2181,CAD,1.3253,12,3,2016
2182,AUD,1.3315,12,3,2016
2183,EUR,0.9017,12,3,2016
2184,GBP,0.6997,12,3,2016
2185,USD,1.0,13,3,2016
2186,CAD,1.3253,13,3,2016
2187,AUD,1.3315,13,3,2016
2188,EUR,0.9017,13,3,2016
2189,GBP,0.6997,13,3,2016
2190,USD,1.0,14,3,2016
2191,CAD,1.3254,14,3,2016
2192,AUD,1.327,14,3,2016
2193,EUR,0.8994,14,3,2016
2194,GBP,0.6964,14,3,2016
2195,USD,1.0,15,3,2016
2196,CAD,1.3351,15,3,2016
2197,AUD,1.3392,15,3,2016
2198,EUR,0.9002,15,3,2016
2199,GBP,0.7054,15,3,2016
2200,USD,1.0,16,3,2016
2201,CAD,1.3375,16,3,2016
2202,AUD,1.3477,16,3,2016
2203,EUR,0.9038,16,3,2016
2204,GBP,0.7116,16,3,2016
2205,USD,1.0,17,3,2016
2206,CAD,1.2997,17,3,2016
2207,AUD,1.3109,17,3,2016
2208,EUR,0.8841,17,3,2016
2209,GBP,0.6915,17,3,2016
2210,USD,1.0,18,3,2016
2211,CAD,1.2968,18,3,2016
2212,AUD,1.3125,18,3,2016
2213,EUR,0.8866,18,3,2016
2214,GBP,0.6903,18,3,2016
2215,USD,1.0,19,3,2016
2216,CAD,1.2968,19,3,2016
2217,AUD,1.3125,19,3,2016
2218,EUR,0.8866,19,3,2016
2219,GBP,0.6903,19,3,2016
2220,USD,1.0,20,3,2016
2221,CAD,1.2968,20,3,2016
2222,AUD,1.3125,20,3,2016
2223,EUR,0.8866,20,3,2016
2224,GBP,0.6903,20,3,2016
2225,USD,1.0,21,3,2016
2226,CAD,1.3045,21,3,2016
2227,AUD,1.3148,21,3,2016
2228,EUR,0.8872,21,3,2016
2229,GBP,0.6947,21,3,2016
2230,USD,1.0,22,3,2016
2231,CAD,1.3092,22,3,2016
2232,AUD,1.3156,22,3,2016
2233,EUR,0.8919,22,3,2016
2234,GBP,0.7027,22,3,2016
2235,USD,1.0,23,3,2016
2236,CAD,1.3138,23,3,2016
2237,AUD,1.3231,23,3,2016
2238,EUR,0.8952,23,3,2016
2239,GBP,0.7071,23,3,2016
2240,USD,1.0,24,3,2016
2241,CAD,1.3288,24,3,2016
2242,AUD,1.3321,24,3,2016
2243,EUR,0.8965,24,3,2016
2244,GBP,0.7077,24,3,2016
2245,USD,1.0,25,3,2016
2246,CAD,1.3288,25,3,2016
2247,AUD,1.3321,25,3,2016
2248,EUR,0.8965,25,3,2016
2249,GBP,0.7077,25,3,2016
2250,USD,1.0,26,3,2016
2251,CAD,1.3288,26,3,2016
2252,AUD,1.3321,26,3,2016
2253,EUR,0.8965,26,3,2016
2254,GBP,0.7077,26,3,2016
2255,USD,1.0,27,3,2016
2256,CAD,1.3288,27,3,2016
2257,AUD,1.3321,27,3,2016
2258,EUR,0.8965,27,3,2016
2259,GBP,0.7077,27,3,2016
2260,USD,1.0,28,3,2016
2261,CAD,1.3288,28,3,2016
2262,AUD,1.3321,28,3,2016
2263,EUR,0.8965,28,3,2016
2264,GBP,0.7077,28,3,2016
2265,USD,1.0,29,3,2016
2266,CAD,1.3169,29,3,2016
2267,AUD,1.3312,29,3,2016
2268,EUR,0.8933,29,3,2016
2269,GBP,0.7008,29,3,2016
2270,USD,1.0,30,3,2016
2271,CAD,1.303,30,3,2016
2272,AUD,1.304,30,3,2016
2273,EUR,0.8831,30,3,2016
2274,GBP,0.6939,30,3,2016
2275,USD,1.0,31,3,2016
2276,CAD,1.2945,31,3,2016
2277,AUD,1.3006,31,3,2016
2278,EUR,0.8783,31,3,2016
2279,GBP,0.6953,31,3,2016
2280,USD,1.0,1,4,2016
2281,CAD,1.3028,1,4,2016
2282,AUD,1.302,1,4,2016
2283,EUR,0.8747,1,4,2016
2284,GBP,0.6988,1,4,2016
2285,USD,1.0,2,4,2016
2286,CAD,1.3028,2,4,2016
2287,AUD,1.302,2,4,2016
2288,EUR,0.8747,2,4,2016
2289,GBP,0.6988,2,4,2016
2290,USD,1.0,3,4,2016
2291,CAD,1.3028,3,4,2016
2292,AUD,1.302,3,4,2016
2293,EUR,0.8747,3,4,2016
2294,GBP,0.6988,3,4,2016
2295,USD,1.0,4,4,2016
2296,CAD,1.3033,4,4,2016
2297,AUD,1.3108,4,4,2016
2298,EUR,0.8787,4,4,2016
2299,GBP,0.7007,4,4,2016
2300,USD,1.0,5,4,2016
2301,CAD,1.3168,5,4,2016
2302,AUD,1.3271,5,4,2016
2303,EUR,0.8797,5,4,2016
2304,GBP,0.7052,5,4,2016
2305,USD,1.0,6,4,2016
2306,CAD,1.3155,6,4,2016
2307,AUD,1.3258,6,4,2016
2308,EUR,0.8821,6,4,2016
2309,GBP,0.7128,6,4,2016
2310,USD,1.0,7,4,2016
2311,CAD,1.3117,7,4,2016
2312,AUD,1.3281,7,4,2016
2313,EUR,0.88,7,4,2016
2314,GBP,0.7104,7,4,2016
2315,USD,1.0,8,4,2016
2316,CAD,1.3078,8,4,2016
2317,AUD,1.3281,8,4,2016
2318,EUR,0.88,8,4,2016
2319,GBP,0.7105,8,4,2016
2320,USD,1.0,9,4,2016
2321,CAD,1.3078,9,4,2016
2322,AUD,1.3281,9,4,2016
2323,EUR,0.88,9,4,2016
2324,GBP,0.7105,9,4,2016
2325,USD,1.0,10,4,2016
2326,CAD,1.3078,10,4,2016
2327,AUD,1.3281,10,4,2016
2328,EUR,0.88,10,4,2016
2329,GBP,0.7105,10,4,2016
2330,USD,1.0,11,4,2016
2331,CAD,1.2989,11,4,2016
2332,AUD,1.3222,11,4,2016
2333,EUR,0.878,11,4,2016
2334,GBP,0.7029,11,4,2016
2335,USD,1.0,12,4,2016
2336,CAD,1.2876,12,4,2016
2337,AUD,1.3059,12,4,2016
2338,EUR,0.8775,12,4,2016
2339,GBP,0.7006,12,4,2016
2340,USD,1.0,13,4,2016
2341,CAD,1.2804,13,4,2016
2342,AUD,1.3071,13,4,2016
2343,EUR,0.8851,13,4,2016
2344,GBP,0.7027,13,4,2016
2345,USD,1.0,14,4,2016
2346,CAD,1.2828,14,4,2016
2347,AUD,1.2984,14,4,2016
2348,EUR,0.8887,14,4,2016
2349,GBP,0.7071,14,4,2016
2350,USD,1.0,15,4,2016
2351,CAD,1.2881,15,4,2016
2352,AUD,1.2981,15,4,2016
2353,EUR,0.8862,15,4,2016
2354,GBP,0.7052,15,4,2016
2355,USD,1.0,16,4,2016
2356,CAD,1.2881,16,4,2016
2357,AUD,1.2981,16,4,2016
2358,EUR,0.8862,16,4,2016
2359,GBP,0.7052,16,4,2016
2360,USD,1.0,17,4,2016
2361,CAD,1.2881,17,4,2016
2362,AUD,1.2981,17,4,2016
2363,EUR,0.8862,17,4,2016
2364,GBP,0.7052,17,4,2016
2365,USD,1.0,18,4,2016
2366,CAD,1.2924,18,4,2016
2367,AUD,1.2989,18,4,2016
2368,EUR,0.8845,18,4,2016
2369,GBP,0.7056,18,4,2016
2370,USD,1.0,19,4,2016
2371,CAD,1.2711,19,4,2016
2372,AUD,1.2825,19,4,2016
2373,EUR,0.8816,19,4,2016
2374,GBP,0.6962,19,4,2016
2375,USD,1.0,20,4,2016
2376,CAD,1.2673,20,4,2016
2377,AUD,1.2792,20,4,2016
2378,EUR,0.8788,20,4,2016
2379,GBP,0.6951,20,4,2016
2380,USD,1.0,21,4,2016
2381,CAD,1.2634,21,4,2016
2382,AUD,1.2766,21,4,2016
2383,EUR,0.8807,21,4,2016
2384,GBP,0.693,21,4,2016
2385,USD,1.0,22,4,2016
2386,CAD,1.2734,22,4,2016
2387,AUD,1.2936,22,4,2016
2388,EUR,0.8879,22,4,2016
2389,GBP,0.6955,22,4,2016
2390,USD,1.0,23,4,2016
2391,CAD,1.2734,23,4,2016
2392,AUD,1.2936,23,4,2016
2393,EUR,0.8879,23,4,2016
2394,GBP,0.6955,23,4,2016
2395,USD,1.0,24,4,2016
2396,CAD,1.2734,24,4,2016
2397,AUD,1.2936,24,4,2016
2398,EUR,0.8879,24,4,2016
2399,GBP,0.6955,24,4,2016
2400,USD,1.0,25,4,2016
2401,CAD,1.2683,25,4,2016
2402,AUD,1.295,25,4,2016
2403,EUR,0.8878,25,4,2016
2404,GBP,0.6893,25,4,2016
2405,USD,1.0,26,4,2016
2406,CAD,1.2648,26,4,2016
2407,AUD,1.2935,26,4,2016
2408,EUR,0.886,26,4,2016
2409,GBP,0.6865,26,4,2016
2410,USD,1.0,27,4,2016
2411,CAD,1.2583,27,4,2016
2412,AUD,1.3169,27,4,2016
2413,EUR,0.8847,27,4,2016
2414,GBP,0.6854,27,4,2016
2415,USD,1.0,28,4,2016
2416,CAD,1.2557,28,4,2016
2417,AUD,1.3124,28,4,2016
2418,EUR,0.8804,28,4,2016
2419,GBP,0.6853,28,4,2016
2420,USD,1.0,29,4,2016
2421,CAD,1.2528,29,4,2016
2422,AUD,1.3109,29,4,2016
2423,EUR,0.877,29,4,2016
2424,GBP,0.6842,29,4,2016
2425,USD,1.0,30,4,2016
2426,CAD,1.2528,30,4,2016
2427,AUD,1.3109,30,4,2016
2428,EUR,0.877,30,4,2016
2429,GBP,0.6842,30,4,2016
2430,USD,1.0,1,5,2016
2431,CAD,1.2528,1,5,2016
2432,AUD,1.3109,1,5,2016
2433,EUR,0.877,1,5,2016
2434,GBP,0.6842,1,5,2016
2435,USD,1.0,2,5,2016
2436,CAD,1.2519,2,5,2016
2437,AUD,1.3073,2,5,2016
2438,EUR,0.8701,2,5,2016
2439,GBP,0.6808,2,5,2016
2440,USD,1.0,3,5,2016
2441,CAD,1.2584,3,5,2016
2442,AUD,1.3228,3,5,2016
2443,EUR,0.8644,3,5,2016
2444,GBP,0.6837,3,5,2016
2445,USD,1.0,4,5,2016
2446,CAD,1.2751,4,5,2016
2447,AUD,1.3367,4,5,2016
2448,EUR,0.8692,4,5,2016
2449,GBP,0.6891,4,5,2016
2450,USD,1.0,5,5,2016
2451,CAD,1.282,5,5,2016
2452,AUD,1.3346,5,5,2016
2453,EUR,0.8742,5,5,2016
2454,GBP,0.6894,5,5,2016
2455,USD,1.0,6,5,2016
2456,CAD,1.2879,6,5,2016
2457,AUD,1.3565,6,5,2016
2458,EUR,0.8751,6,5,2016
2459,GBP,0.69,6,5,2016
2460,USD,1.0,7,5,2016
2461,CAD,1.2879,7,5,2016
2462,AUD,1.3565,7,5,2016
2463,EUR,0.8751,7,5,2016
2464,GBP,0.69,7,5,2016
2465,USD,1.0,8,5,2016
2466,CAD,1.2879,8,5,2016
2467,AUD,1.3565,8,5,2016
2468,EUR,0.8751,8,5,2016
2469,GBP,0.69,8,5,2016
2470,USD,1.0,9,5,2016
2471,CAD,1.2938,9,5,2016
2472,AUD,1.3641,9,5,2016
2473,EUR,0.8776,9,5,2016
2474,GBP,0.6933,9,5,2016
2475,USD,1.0,10,5,2016
2476,CAD,1.2962,10,5,2016
2477,AUD,1.3614,10,5,2016
2478,EUR,0.8791,10,5,2016
2479,GBP,0.6924,10,5,2016
2480,USD,1.0,11,5,2016
2481,CAD,1.2872,11,5,2016
2482,AUD,1.3563,11,5,2016
2483,EUR,0.8765,11,5,2016
2484,GBP,0.6921,11,5,2016
2485,USD,1.0,12,5,2016
2486,CAD,1.2814,12,5,2016
2487,AUD,1.3646,12,5,2016
2488,EUR,0.878,12,5,2016
2489,GBP,0.6927,12,5,2016
2490,USD,1.0,13,5,2016
2491,CAD,1.2882,13,5,2016
2492,AUD,1.3728,13,5,2016
2493,EUR,0.8812,13,5,2016
2494,GBP,0.694,13,5,2016
2495,USD,1.0,14,5,2016
2496,CAD,1.2882,14,5,2016
2497,AUD,1.3728,14,5,2016
2498,EUR,0.8812,14,5,2016
2499,GBP,0.694,14,5,2016
2500,USD,1.0,15,5,2016
2501,CAD,1.2882,15,5,2016
2502,AUD,1.3728,15,5,2016
2503,EUR,0.8812,15,5,2016
2504,GBP,0.694,15,5,2016
2505,USD,1.0,16,5,2016
2506,CAD,1.2923,16,5,2016
2507,AUD,1.3711,16,5,2016
2508,EUR,0.8831,16,5,2016
2509,GBP,0.6959,16,5,2016
2510,USD,1.0,17,5,2016
2511,CAD,1.2927,17,5,2016
2512,AUD,1.3657,17,5,2016
2513,EUR,0.8835,17,5,2016
2514,GBP,0.6905,17,5,2016
2515,USD,1.0,18,5,2016
2516,CAD,1.2977,18,5,2016
2517,AUD,1.3761,18,5,2016
2518,EUR,0.8866,18,5,2016
2519,GBP,0.687,18,5,2016
2520,USD,1.0,19,5,2016
2521,CAD,1.311,19,5,2016
2522,AUD,1.3899,19,5,2016
2523,EUR,0.8931,19,5,2016
2524,GBP,0.684,19,5,2016
2525,USD,1.0,20,5,2016
2526,CAD,1.3106,20,5,2016
2527,AUD,1.3833,20,5,2016
2528,EUR,0.8913,20,5,2016
2529,GBP,0.6864,20,5,2016
2530,USD,1.0,21,5,2016
2531,CAD,1.3106,21,5,2016
2532,AUD,1.3833,21,5,2016
2533,EUR,0.8913,21,5,2016
2534,GBP,0.6864,21,5,2016
2535,USD,1.0,22,5,2016
2536,CAD,1.3106,22,5,2016
2537,AUD,1.3833,22,5,2016
2538,EUR,0.8913,22,5,2016
2539,GBP,0.6864,22,5,2016
2540,USD,1.0,23,5,2016
2541,CAD,1.3148,23,5,2016
2542,AUD,1.3858,23,5,2016
2543,EUR,0.8917,23,5,2016
2544,GBP,0.6905,23,5,2016
2545,USD,1.0,24,5,2016
2546,CAD,1.3148,24,5,2016
2547,AUD,1.3966,24,5,2016
2548,EUR,0.8954,24,5,2016
2549,GBP,0.6851,24,5,2016
2550,USD,1.0,25,5,2016
2551,CAD,1.3106,25,5,2016
2552,AUD,1.3884,25,5,2016
2553,EUR,0.8972,25,5,2016
2554,GBP,0.6812,25,5,2016
2555,USD,1.0,26,5,2016
2556,CAD,1.2932,26,5,2016
2557,AUD,1.3862,26,5,2016
2558,EUR,0.8954,26,5,2016
2559,GBP,0.6802,26,5,2016
2560,USD,1.0,27,5,2016
2561,CAD,1.3037,27,5,2016
2562,AUD,1.3864,27,5,2016
2563,EUR,0.8954,27,5,2016
2564,GBP,0.6827,27,5,2016
2565,USD,1.0,28,5,2016
2566,CAD,1.3037,28,5,2016
2567,AUD,1.3864,28,5,2016
2568,EUR,0.8954,28,5,2016
2569,GBP,0.6827,28,5,2016
2570,USD,1.0,29,5,2016
2571,CAD,1.3037,29,5,2016
2572,AUD,1.3864,29,5,2016
2573,EUR,0.8954,29,5,2016
2574,GBP,0.6827,29,5,2016
2575,USD,1.0,30,5,2016
2576,CAD,1.3039,30,5,2016
2577,AUD,1.3919,30,5,2016
2578,EUR,0.8977,30,5,2016
2579,GBP,0.6834,30,5,2016
2580,USD,1.0,31,5,2016
2581,CAD,1.3027,31,5,2016
