,Order Number,Line Item,CustomerKey,StoreKey,ProductKey,Quantity,Currency,Order day,Order month,Order year
16952,16952,1151021,1,856525,33,438,1,EUR,24,2,2018
16953,16953,1151022,1,1778440,65,460,7,USD,24,2,2018
16954,16954,1151023,1,1124659,39,2141,2,GBP,24,2,2018
16955,16955,1151023,2,1124659,39,1651,3,GBP,24,2,2018
16956,16956,1151023,3,1124659,39,961,5,GBP,24,2,2018
16957,16957,1151023,4,1124659,39,1543,3,GBP,24,2,2018
16958,16958,1151023,5,1124659,39,1671,4,GBP,24,2,2018
16959,16959,1151023,6,1124659,39,1499,2,GBP,24,2,2018
16960,16960,1151024,1,109580,1,1643,8,AUD,24,2,2018
16961,16961,1151024,2,109580,1,1668,4,AUD,24,2,2018
16962,16962,1151024,3,109580,1,1367,2,AUD,24,2,2018
16963,16963,1151025,1,1680728,63,1605,1,USD,24,2,2018
16964,16964,1151025,2,1680728,63,1749,4,USD,24,2,2018
16965,16965,1151026,1,1749157,0,1938,4,USD,24,2,2018
16966,16966,1151026,2,1749157,0,1998,7,USD,24,2,2018
16967,16967,1151026,3,1749157,0,1990,5,USD,24,2,2018
16968,16968,1151026,4,1749157,0,1565,6,USD,24,2,2018
16969,16969,1151026,5,1749157,0,115,2,USD,24,2,2018
16970,16970,1151026,6,1749157,0,1585,4,USD,24,2,2018
16971,16971,1151026,7,1749157,0,146,3,USD,24,2,2018
16972,16972,1151027,1,761433,29,1624,5,EUR,24,2,2018
16973,16973,1151027,2,761433,29,453,1,EUR,24,2,2018
16974,16974,1151028,1,965133,36,500,8,GBP,24,2,2018
16975,16975,1151029,1,1660175,0,439,4,USD,24,2,2018
16976,16976,1151030,1,371459,8,1445,1,CAD,24,2,2018
16977,16977,1151030,2,371459,8,78,1,CAD,24,2,2018
16978,16978,1151031,1,811809,34,58,6,EUR,24,2,2018
16979,16979,1151031,2,811809,34,1761,1,EUR,24,2,2018
16980,16980,1151031,3,811809,34,578,1,EUR,24,2,2018
16981,16981,1151032,1,1868588,66,969,3,USD,24,2,2018
16982,16982,1151032,2,1868588,66,1556,2,USD,24,2,2018
16983,16983,1151032,3,1868588,66,1607,4,USD,24,2,2018
16984,16984,1151032,4,1868588,66,441,1,USD,24,2,2018
16985,16985,1151032,5,1868588,66,1931,3,USD,24,2,2018
16986,16986,1151032,6,1868588,66,334,6,USD,24,2,2018
16987,16987,1151033,1,1547777,0,268,5,USD,24,2,2018
16988,16988,1151034,1,95275,5,1625,8,AUD,24,2,2018
16989,16989,1151034,2,95275,5,66,1,AUD,24,2,2018
16990,16990,1151034,3,95275,5,2475,1,AUD,24,2,2018
16991,16991,1151035,1,1311674,0,163,1,USD,24,2,2018
16992,16992,1151035,2,1311674,0,559,2,USD,24,2,2018
16993,16993,1151035,3,1311674,0,2341,7,USD,24,2,2018
16994,16994,1151035,4,1311674,0,1666,8,USD,24,2,2018
16995,16995,1151036,1,1983111,55,533,7,USD,24,2,2018
16996,16996,1151037,1,1005880,0,1567,2,GBP,24,2,2018
16997,16997,1151037,2,1005880,0,2386,1,GBP,24,2,2018
16998,16998,1151037,3,1005880,0,748,1,GBP,24,2,2018
16999,16999,1151037,4,1005880,0,453,2,GBP,24,2,2018
17000,17000,1151038,1,252545,10,1703,7,CAD,24,2,2018
17001,17001,1151038,2,252545,10,1254,2,CAD,24,2,2018
17002,17002,1151039,1,892786,33,591,5,EUR,24,2,2018
17003,17003,1151039,2,892786,33,2154,1,EUR,24,2,2018
17004,17004,1151039,3,892786,33,455,5,EUR,24,2,2018
17005,17005,1151040,1,774165,30,606,7,EUR,24,2,2018
17006,17006,1151040,2,774165,30,1561,7,EUR,24,2,2018
17007,17007,1151040,3,774165,30,51,3,EUR,24,2,2018
17008,17008,1151041,1,270614,9,1359,3,CAD,24,2,2018
17009,17009,1151041,2,270614,9,1823,1,CAD,24,2,2018
17010,17010,1151042,1,1980499,66,1511,1,USD,24,2,2018
17011,17011,1151042,2,1980499,66,78,1,USD,24,2,2018
17012,17012,1151042,4,1980499,66,424,2,USD,24,2,2018
17013,17013,1151043,1,480516,24,292,2,EUR,24,2,2018
17014,17014,1151043,2,480516,24,1708,1,EUR,24,2,2018
17015,17015,1151043,3,480516,24,1456,4,EUR,24,2,2018
17016,17016,1151044,1,1357408,45,1597,2,USD,24,2,2018
17017,17017,1152000,1,1718920,64,1652,7,USD,25,2,2018
17018,17018,1152000,2,1718920,64,486,4,USD,25,2,2018
17019,17019,1152001,1,1258687,59,294,6,USD,25,2,2018
17020,17020,1152001,2,1258687,59,2349,2,USD,25,2,2018
17021,17021,1152002,1,224111,8,1619,2,CAD,25,2,2018
17022,17022,1152002,2,224111,8,2065,5,CAD,25,2,2018
17023,17023,1152002,3,224111,8,1803,2,CAD,25,2,2018
17024,17024,1152003,1,165032,6,113,10,AUD,25,2,2018
17025,17025,1153000,1,565369,20,2002,1,EUR,26,2,2018
17026,17026,1153000,2,565369,20,1576,4,EUR,26,2,2018
17027,17027,1153000,3,565369,20,1262,6,EUR,26,2,2018
17028,17028,1153001,1,350496,9,83,2,CAD,26,2,2018
17029,17029,1153001,2,350496,9,2091,1,CAD,26,2,2018
17030,17030,1153001,3,350496,9,61,4,CAD,26,2,2018
17031,17031,1153002,1,1437117,50,2464,1,USD,26,2,2018
17032,17032,1153002,2,1437117,50,1637,2,USD,26,2,2018
17033,17033,1153002,3,1437117,50,484,3,USD,26,2,2018
17034,17034,1153002,4,1437117,50,433,7,USD,26,2,2018
17035,17035,1153003,1,1526098,56,384,1,USD,26,2,2018
17036,17036,1153003,2,1526098,56,2006,2,USD,26,2,2018
17037,17037,1153004,1,914790,39,1301,4,GBP,26,2,2018
17038,17038,1153004,2,914790,39,59,3,GBP,26,2,2018
17039,17039,1153005,1,1022328,41,801,1,GBP,26,2,2018
17040,17040,1153005,2,1022328,41,46,2,GBP,26,2,2018
17041,17041,1153006,1,1084205,0,1336,4,GBP,26,2,2018
17042,17042,1153006,2,1084205,0,1652,1,GBP,26,2,2018
17043,17043,1153007,1,1591113,0,1086,6,USD,26,2,2018
17044,17044,1153007,2,1591113,0,175,8,USD,26,2,2018
17045,17045,1153007,3,1591113,0,1588,3,USD,26,2,2018
17046,17046,1153009,1,1131576,38,599,1,GBP,26,2,2018
17047,17047,1153009,2,1131576,38,48,1,GBP,26,2,2018
17048,17048,1153009,3,1131576,38,1625,2,GBP,26,2,2018
17049,17049,1153010,1,290147,0,351,1,CAD,26,2,2018
17050,17050,1153010,2,290147,0,444,1,CAD,26,2,2018
17051,17051,1153010,3,290147,0,434,2,CAD,26,2,2018
17052,17052,1153010,4,290147,0,1431,2,CAD,26,2,2018
17053,17053,1153011,1,1585,5,424,7,AUD,26,2,2018
17054,17054,1153012,1,1392332,51,1894,1,USD,26,2,2018
17055,17055,1153012,2,1392332,51,928,2,USD,26,2,2018
17056,17056,1153012,3,1392332,51,1578,7,USD,26,2,2018
17057,17057,1153012,4,1392332,51,1426,2,USD,26,2,2018
17058,17058,1153012,5,1392332,51,453,1,USD,26,2,2018
17059,17059,1153013,1,591374,24,1653,1,EUR,26,2,2018
17060,17060,1153013,2,591374,24,445,3,EUR,26,2,2018
17061,17061,1153013,3,591374,24,1121,3,EUR,26,2,2018
17062,17062,1153015,1,2007125,57,707,3,USD,26,2,2018
17063,17063,1153016,1,2063821,55,2478,1,USD,26,2,2018
17064,17064,1154001,1,569853,20,145,9,EUR,27,2,2018
17065,17065,1154001,2,569853,20,2437,3,EUR,27,2,2018
17066,17066,1154002,1,1729878,65,1670,1,USD,27,2,2018
17067,17067,1154003,1,1585758,51,2197,1,USD,27,2,2018
17068,17068,1154003,2,1585758,51,2103,2,USD,27,2,2018
17069,17069,1154003,3,1585758,51,1080,5,USD,27,2,2018
17070,17070,1154004,1,2038334,55,405,2,USD,27,2,2018
17071,17071,1154004,2,2038334,55,427,1,USD,27,2,2018
17072,17072,1154004,3,2038334,55,1495,1,USD,27,2,2018
17073,17073,1154006,1,1367439,54,2512,1,USD,27,2,2018
17074,17074,1154007,1,1576331,59,1259,7,USD,27,2,2018
17075,17075,1154008,1,1404813,54,1637,3,USD,27,2,2018
17076,17076,1154008,2,1404813,54,457,10,USD,27,2,2018
17077,17077,1154008,3,1404813,54,2489,2,USD,27,2,2018
17078,17078,1154008,4,1404813,54,2098,2,USD,27,2,2018
17079,17079,1154009,1,234726,8,511,5,CAD,27,2,2018
17080,17080,1154009,2,234726,8,416,1,CAD,27,2,2018
17081,17081,1154009,3,234726,8,445,2,CAD,27,2,2018
17082,17082,1154010,1,1633409,0,932,8,USD,27,2,2018
17083,17083,1154010,2,1633409,0,1610,2,USD,27,2,2018
17084,17084,1154010,3,1633409,0,79,1,USD,27,2,2018
17085,17085,1154011,1,316518,9,953,2,CAD,27,2,2018
17086,17086,1154011,2,316518,9,1595,3,CAD,27,2,2018
17087,17087,1154011,3,316518,9,2368,7,CAD,27,2,2018
17088,17088,1154011,4,316518,9,1781,5,CAD,27,2,2018
17089,17089,1154011,5,316518,9,10,5,CAD,27,2,2018
17090,17090,1154012,1,527912,23,2513,1,EUR,27,2,2018
17091,17091,1154014,1,405365,22,785,3,EUR,27,2,2018
17092,17092,1154014,2,405365,22,1630,5,EUR,27,2,2018
17093,17093,1154014,3,405365,22,2306,1,EUR,27,2,2018
17094,17094,1154015,1,1603055,0,10,4,USD,27,2,2018
17095,17095,1154015,3,1603055,0,1611,3,USD,27,2,2018
17096,17096,1154017,1,1627394,54,2017,1,USD,27,2,2018
17097,17097,1154017,2,1627394,54,131,3,USD,27,2,2018
17098,17098,1154018,1,1689951,48,82,2,USD,27,2,2018
17099,17099,1154018,2,1689951,48,1436,1,USD,27,2,2018
17100,17100,1154018,3,1689951,48,142,1,USD,27,2,2018
17101,17101,1154018,4,1689951,48,37,3,USD,27,2,2018
17102,17102,1154018,6,1689951,48,2085,1,USD,27,2,2018
17103,17103,1154018,7,1689951,48,2091,2,USD,27,2,2018
17104,17104,1155000,1,211746,9,1643,1,CAD,28,2,2018
17105,17105,1155001,1,1664688,59,717,1,USD,28,2,2018
17106,17106,1155001,2,1664688,59,1649,1,USD,28,2,2018
17107,17107,1155001,3,1664688,59,1456,10,USD,28,2,2018
17108,17108,1155002,1,1716357,44,1763,8,USD,28,2,2018
17109,17109,1155002,2,1716357,44,1730,5,USD,28,2,2018
17110,17110,1155003,1,714472,29,1651,3,EUR,28,2,2018
17111,17111,1155003,2,714472,29,1598,1,EUR,28,2,2018
17112,17112,1155003,3,714472,29,2097,4,EUR,28,2,2018
17113,17113,1155004,1,1856634,44,1678,2,USD,28,2,2018
17114,17114,1155004,2,1856634,44,2155,2,USD,28,2,2018
17115,17115,1155005,1,2039796,59,1809,2,USD,28,2,2018
17116,17116,1155006,1,1092434,41,448,1,GBP,28,2,2018
17117,17117,1155007,1,234326,9,2036,5,CAD,28,2,2018
17118,17118,1155008,1,517561,27,2035,4,EUR,28,2,2018
17119,17119,1155008,2,517561,27,1322,2,EUR,28,2,2018
17120,17120,1155011,1,1031544,41,438,2,GBP,28,2,2018
17121,17121,1155012,1,1896611,56,1322,7,USD,28,2,2018
17122,17122,1155012,2,1896611,56,111,7,USD,28,2,2018
17123,17123,1155012,3,1896611,56,1577,2,USD,28,2,2018
17124,17124,1155012,4,1896611,56,416,5,USD,28,2,2018
17125,17125,1155012,5,1896611,56,348,3,USD,28,2,2018
17126,17126,1155012,6,1896611,56,443,3,USD,28,2,2018
17127,17127,1155013,1,165032,6,1735,7,AUD,28,2,2018
17128,17128,1155013,2,165032,6,1570,3,AUD,28,2,2018
17129,17129,1155013,3,165032,6,2111,2,AUD,28,2,2018
17130,17130,1155013,4,165032,6,105,2,AUD,28,2,2018
17131,17131,1155014,1,589984,19,1208,7,EUR,28,2,2018
17132,17132,1155015,1,1409991,65,1724,1,USD,28,2,2018
17133,17133,1155015,2,1409991,65,2310,1,USD,28,2,2018
17134,17134,1155015,3,1409991,65,1035,1,USD,28,2,2018
17135,17135,1155016,1,497839,27,1610,7,EUR,28,2,2018
17136,17136,1155017,1,1829007,57,1396,3,USD,28,2,2018
17137,17137,1155018,1,211862,9,85,10,CAD,28,2,2018
17138,17138,1155019,1,1223111,45,1540,1,USD,28,2,2018
17139,17139,1155019,2,1223111,45,449,3,USD,28,2,2018
17140,17140,1155020,1,1053100,42,132,3,GBP,28,2,2018
17141,17141,1155021,1,1321913,66,1980,2,USD,28,2,2018
17142,17142,1155021,2,1321913,66,1247,5,USD,28,2,2018
17143,17143,1155021,3,1321913,66,42,1,USD,28,2,2018
17144,17144,1155022,1,1443446,57,1214,2,USD,28,2,2018
17145,17145,1155022,2,1443446,57,69,5,USD,28,2,2018
17146,17146,1155022,3,1443446,57,1600,3,USD,28,2,2018
17147,17147,1155023,1,254402,0,449,5,CAD,28,2,2018
17148,17148,1155023,2,254402,0,448,2,CAD,28,2,2018
17149,17149,1155023,3,254402,0,108,1,CAD,28,2,2018
17150,17150,1156000,1,1978029,47,163,4,USD,1,3,2018
17151,17151,1156000,2,1978029,47,129,1,USD,1,3,2018
17152,17152,1156000,3,1978029,47,1318,2,USD,1,3,2018
17153,17153,1156001,1,1034311,40,131,2,GBP,1,3,2018
17154,17154,1156002,1,796631,30,1574,1,EUR,1,3,2018
17155,17155,1156002,2,796631,30,1125,2,EUR,1,3,2018
17156,17156,1156002,3,796631,30,113,1,EUR,1,3,2018
17157,17157,1156003,1,1454940,0,169,3,USD,1,3,2018
17158,17158,1156003,2,1454940,0,2083,1,USD,1,3,2018
17159,17159,1156003,3,1454940,0,1594,8,USD,1,3,2018
17160,17160,1156004,1,1001626,41,175,6,GBP,1,3,2018
17161,17161,1156004,2,1001626,41,97,2,GBP,1,3,2018
17162,17162,1156006,1,387658,8,1531,3,CAD,1,3,2018
17163,17163,1156006,2,387658,8,2074,1,CAD,1,3,2018
17164,17164,1156007,1,424011,22,2500,1,EUR,1,3,2018
17165,17165,1156008,1,1031544,39,1657,2,GBP,1,3,2018
17166,17166,1156008,2,1031544,39,49,4,GBP,1,3,2018
17167,17167,1156009,1,280641,8,1301,7,CAD,1,3,2018
17168,17168,1156010,1,1149286,0,1873,3,GBP,1,3,2018
17169,17169,1156010,2,1149286,0,2067,1,GBP,1,3,2018
17170,17170,1156011,1,1119069,39,1645,3,GBP,1,3,2018
17171,17171,1156011,2,1119069,39,1629,6,GBP,1,3,2018
17172,17172,1156011,3,1119069,39,563,3,GBP,1,3,2018
17173,17173,1156011,4,1119069,39,1270,7,GBP,1,3,2018
17174,17174,1156012,1,434435,27,1726,2,EUR,1,3,2018
17175,17175,1156012,2,434435,27,85,1,EUR,1,3,2018
17176,17176,1156012,3,434435,27,1286,2,EUR,1,3,2018
17177,17177,1156012,4,434435,27,1644,2,EUR,1,3,2018
17178,17178,1156012,5,434435,27,1043,3,EUR,1,3,2018
17179,17179,1156013,1,524890,23,1472,1,EUR,1,3,2018
17180,17180,1156013,2,524890,23,1741,1,EUR,1,3,2018
17181,17181,1156013,3,524890,23,420,1,EUR,1,3,2018
17182,17182,1156015,1,792829,30,112,1,EUR,1,3,2018
17183,17183,1156015,2,792829,30,1681,3,EUR,1,3,2018
17184,17184,1156015,3,792829,30,1119,7,EUR,1,3,2018
17185,17185,1156016,1,2080936,43,1594,1,USD,1,3,2018
17186,17186,1156016,2,2080936,43,697,2,USD,1,3,2018
17187,17187,1156016,3,2080936,43,174,1,USD,1,3,2018
17188,17188,1156016,4,2080936,43,1556,2,USD,1,3,2018
17189,17189,1156016,5,2080936,43,1624,2,USD,1,3,2018
17190,17190,1156016,6,2080936,43,1988,6,USD,1,3,2018
17191,17191,1156017,1,1385568,66,1427,7,USD,1,3,2018
17192,17192,1156018,1,1310201,57,53,1,USD,1,3,2018
17193,17193,1156018,2,1310201,57,2510,3,USD,1,3,2018
17194,17194,1156019,1,351879,8,46,5,CAD,1,3,2018
17195,17195,1156020,1,1865927,0,2508,1,USD,1,3,2018
17196,17196,1156020,2,1865927,0,1429,3,USD,1,3,2018
17197,17197,1156020,3,1865927,0,421,4,USD,1,3,2018
17198,17198,1157000,1,1492176,0,2131,5,USD,2,3,2018
17199,17199,1157000,2,1492176,0,48,10,USD,2,3,2018
17200,17200,1157000,3,1492176,0,153,1,USD,2,3,2018
17201,17201,1157000,4,1492176,0,452,4,USD,2,3,2018
17202,17202,1157001,1,1445061,0,552,1,USD,2,3,2018
17203,17203,1157002,1,291356,9,2111,1,CAD,2,3,2018
17204,17204,1157002,2,291356,9,1801,1,CAD,2,3,2018
17205,17205,1157002,3,291356,9,2459,3,CAD,2,3,2018
17206,17206,1157002,4,291356,9,70,6,CAD,2,3,2018
17207,17207,1157002,5,291356,9,103,1,CAD,2,3,2018
17208,17208,1157003,1,1354464,55,1599,6,USD,2,3,2018
17209,17209,1157003,2,1354464,55,811,7,USD,2,3,2018
17210,17210,1157004,1,1155920,39,430,2,GBP,2,3,2018
17211,17211,1157004,2,1155920,39,1637,1,GBP,2,3,2018
17212,17212,1157005,1,281638,9,416,5,CAD,2,3,2018
17213,17213,1157005,2,281638,9,2172,8,CAD,2,3,2018
17214,17214,1157006,1,1939877,48,1426,2,USD,2,3,2018
17215,17215,1157006,2,1939877,48,2081,4,USD,2,3,2018
17216,17216,1157007,1,1387724,0,1164,2,USD,2,3,2018
17217,17217,1157007,2,1387724,0,1674,3,USD,2,3,2018
17218,17218,1157009,1,595267,20,1576,2,EUR,2,3,2018
17219,17219,1157009,2,595267,20,1680,3,EUR,2,3,2018
17220,17220,1157010,1,1807649,63,112,4,USD,2,3,2018
17221,17221,1157010,3,1807649,63,2114,2,USD,2,3,2018
17222,17222,1157010,4,1807649,63,1119,5,USD,2,3,2018
17223,17223,1157011,1,784276,29,1792,2,EUR,2,3,2018
17224,17224,1157012,1,619018,0,112,2,EUR,2,3,2018
17225,17225,1157012,2,619018,0,1319,4,EUR,2,3,2018
17226,17226,1158000,1,1370619,0,58,3,USD,3,3,2018
17227,17227,1158001,1,325443,0,1595,7,CAD,3,3,2018
17228,17228,1158002,1,1154232,38,420,4,GBP,3,3,2018
17229,17229,1158003,1,400031,22,1518,2,EUR,3,3,2018
17230,17230,1158004,1,1062180,0,453,2,GBP,3,3,2018
17231,17231,1158004,2,1062180,0,578,2,GBP,3,3,2018
17232,17232,1158004,3,1062180,0,1588,1,GBP,3,3,2018
17233,17233,1158004,4,1062180,0,518,3,GBP,3,3,2018
17234,17234,1158005,1,350587,10,198,2,CAD,3,3,2018
17235,17235,1158005,2,350587,10,1620,1,CAD,3,3,2018
17236,17236,1158006,1,1241747,61,1613,1,USD,3,3,2018
17237,17237,1158006,2,1241747,61,716,3,USD,3,3,2018
17238,17238,1158007,1,326292,9,459,2,CAD,3,3,2018
17239,17239,1158007,2,326292,9,1963,3,CAD,3,3,2018
17240,17240,1158007,3,326292,9,183,6,CAD,3,3,2018
17241,17241,1158008,1,1539414,47,1738,4,USD,3,3,2018
17242,17242,1158010,1,996031,40,418,5,GBP,3,3,2018
17243,17243,1158010,2,996031,40,441,2,GBP,3,3,2018
17244,17244,1158010,3,996031,40,1700,2,GBP,3,3,2018
17245,17245,1158011,1,1486370,59,2095,1,USD,3,3,2018
17246,17246,1158011,2,1486370,59,360,1,USD,3,3,2018
17247,17247,1158012,1,1242018,55,1174,2,USD,3,3,2018
17248,17248,1158012,2,1242018,55,175,3,USD,3,3,2018
17249,17249,1158012,3,1242018,55,564,1,USD,3,3,2018
17250,17250,1158012,4,1242018,55,336,3,USD,3,3,2018
17251,17251,1158013,1,1362686,66,46,3,USD,3,3,2018
17252,17252,1158013,2,1362686,66,110,1,USD,3,3,2018
17253,17253,1158013,3,1362686,66,2502,3,USD,3,3,2018
17254,17254,1158014,1,1982856,44,349,2,USD,3,3,2018
17255,17255,1158014,2,1982856,44,1245,1,USD,3,3,2018
17256,17256,1158014,3,1982856,44,1627,4,USD,3,3,2018
17257,17257,1158014,4,1982856,44,966,1,USD,3,3,2018
17258,17258,1158015,1,1601341,66,1204,1,USD,3,3,2018
17259,17259,1158015,2,1601341,66,1696,8,USD,3,3,2018
17260,17260,1158016,1,1559711,47,1671,6,USD,3,3,2018
17261,17261,1158018,1,469225,22,591,1,EUR,3,3,2018
17262,17262,1158018,2,469225,22,548,3,EUR,3,3,2018
17263,17263,1158019,1,1534242,56,73,3,USD,3,3,2018
17264,17264,1158020,1,1928459,0,145,5,USD,3,3,2018
17265,17265,1158020,2,1928459,0,2060,7,USD,3,3,2018
17266,17266,1158022,1,547714,20,449,1,EUR,3,3,2018
17267,17267,1159000,1,454932,20,1625,2,EUR,4,3,2018
17268,17268,1159000,2,454932,20,422,2,EUR,4,3,2018
17269,17269,1159000,3,454932,20,105,2,EUR,4,3,2018
17270,17270,1159000,4,454932,20,1627,8,EUR,4,3,2018
17271,17271,1160001,1,1813010,51,226,1,USD,5,3,2018
17272,17272,1160003,1,1758999,55,428,1,USD,5,3,2018
17273,17273,1160003,2,1758999,55,455,5,USD,5,3,2018
17274,17274,1160003,3,1758999,55,422,6,USD,5,3,2018
17275,17275,1160004,1,106880,0,54,8,AUD,5,3,2018
17276,17276,1160005,1,1152366,42,443,3,GBP,5,3,2018
17277,17277,1160007,1,1932808,61,411,3,USD,5,3,2018
17278,17278,1160007,2,1932808,61,537,5,USD,5,3,2018
17279,17279,1160007,3,1932808,61,2356,2,USD,5,3,2018
17280,17280,1160008,1,828125,34,1509,6,EUR,5,3,2018
17281,17281,1160008,2,828125,34,1644,2,EUR,5,3,2018
17282,17282,1160009,1,1892488,50,174,1,USD,5,3,2018
17283,17283,1160009,2,1892488,50,591,4,USD,5,3,2018
17284,17284,1160009,3,1892488,50,2020,1,USD,5,3,2018
17285,17285,1161000,1,238069,0,28,2,CAD,6,3,2018
17286,17286,1161001,1,1696508,51,914,4,USD,6,3,2018
17287,17287,1161001,2,1696508,51,189,1,USD,6,3,2018
17288,17288,1161001,3,1696508,51,2085,1,USD,6,3,2018
17289,17289,1161002,1,1367366,45,69,2,USD,6,3,2018
17290,17290,1161003,1,349037,10,1585,1,CAD,6,3,2018
17291,17291,1161003,2,349037,10,25,2,CAD,6,3,2018
17292,17292,1161004,1,1768779,51,458,1,USD,6,3,2018
17293,17293,1161004,2,1768779,51,12,2,USD,6,3,2018
17294,17294,1161004,3,1768779,51,1661,2,USD,6,3,2018
17295,17295,1161005,1,2032588,59,1341,1,USD,6,3,2018
17296,17296,1161005,2,2032588,59,1656,4,USD,6,3,2018
17297,17297,1161005,3,2032588,59,1581,2,USD,6,3,2018
17298,17298,1161006,1,2069957,59,338,3,USD,6,3,2018
17299,17299,1161007,1,356963,8,1507,5,CAD,6,3,2018
17300,17300,1161007,2,356963,8,1757,2,CAD,6,3,2018
17301,17301,1161007,3,356963,8,455,2,CAD,6,3,2018
17302,17302,1161007,4,356963,8,70,2,CAD,6,3,2018
17303,17303,1161008,1,1947606,47,101,3,USD,6,3,2018
17304,17304,1161008,2,1947606,47,988,1,USD,6,3,2018
17305,17305,1161009,1,1042,5,72,1,AUD,6,3,2018
17306,17306,1161009,2,1042,5,416,1,AUD,6,3,2018
17307,17307,1161009,3,1042,5,1397,4,AUD,6,3,2018
17308,17308,1161010,1,2054914,63,1664,2,USD,6,3,2018
17309,17309,1161011,1,1402096,55,1055,1,USD,6,3,2018
17310,17310,1161011,2,1402096,55,1602,1,USD,6,3,2018
17311,17311,1161011,3,1402096,55,430,2,USD,6,3,2018
17312,17312,1161012,1,1202042,63,1355,1,USD,6,3,2018
17313,17313,1161012,2,1202042,63,2504,3,USD,6,3,2018
17314,17314,1162001,1,1210706,0,2168,5,USD,7,3,2018
17315,17315,1162002,1,1641759,66,1679,2,USD,7,3,2018
17316,17316,1162002,2,1641759,66,2016,1,USD,7,3,2018
17317,17317,1162002,3,1641759,66,548,7,USD,7,3,2018
17318,17318,1162004,1,231997,8,1995,3,CAD,7,3,2018
17319,17319,1162004,2,231997,8,1704,3,CAD,7,3,2018
17320,17320,1162004,3,231997,8,723,1,CAD,7,3,2018
17321,17321,1162005,1,241006,10,442,1,CAD,7,3,2018
17322,17322,1162005,2,241006,10,58,1,CAD,7,3,2018
17323,17323,1162005,3,241006,10,1634,3,CAD,7,3,2018
17324,17324,1162005,4,241006,10,1278,2,CAD,7,3,2018
17325,17325,1162005,5,241006,10,2215,3,CAD,7,3,2018
17326,17326,1162005,6,241006,10,1643,3,CAD,7,3,2018
17327,17327,1162005,7,241006,10,1325,4,CAD,7,3,2018
17328,17328,1162008,1,910064,42,421,1,GBP,7,3,2018
17329,17329,1162009,1,431867,22,1430,3,EUR,7,3,2018
17330,17330,1162009,2,431867,22,1714,2,EUR,7,3,2018
17331,17331,1162009,3,431867,22,108,6,EUR,7,3,2018
17332,17332,1162009,4,431867,22,445,6,EUR,7,3,2018
17333,17333,1162010,1,1152079,39,1818,4,GBP,7,3,2018
17334,17334,1162011,1,944687,42,2171,2,GBP,7,3,2018
17335,17335,1162011,2,944687,42,1689,1,GBP,7,3,2018
17336,17336,1162012,1,1979837,0,82,1,USD,7,3,2018
17337,17337,1162012,2,1979837,0,457,5,USD,7,3,2018
17338,17338,1162013,1,1870226,45,1393,6,USD,7,3,2018
17339,17339,1162014,1,1950883,0,1665,1,USD,7,3,2018
17340,17340,1162014,2,1950883,0,460,7,USD,7,3,2018
17341,17341,1162014,3,1950883,0,400,2,USD,7,3,2018
17342,17342,1162014,4,1950883,0,515,9,USD,7,3,2018
17343,17343,1162015,1,1476600,56,1779,2,USD,7,3,2018
17344,17344,1162015,2,1476600,56,445,1,USD,7,3,2018
17345,17345,1162015,3,1476600,56,355,3,USD,7,3,2018
17346,17346,1162015,4,1476600,56,2494,6,USD,7,3,2018
17347,17347,1162017,1,701474,30,1663,3,EUR,7,3,2018
17348,17348,1162017,2,701474,30,65,3,EUR,7,3,2018
17349,17349,1163000,1,1863578,59,294,5,USD,8,3,2018
17350,17350,1163000,2,1863578,59,78,3,USD,8,3,2018
17351,17351,1163001,1,1741351,50,1343,2,USD,8,3,2018
17352,17352,1163001,2,1741351,50,1625,1,USD,8,3,2018
17353,17353,1163001,3,1741351,50,1987,5,USD,8,3,2018
17354,17354,1163001,4,1741351,50,1637,2,USD,8,3,2018
17355,17355,1163002,1,584827,27,85,3,EUR,8,3,2018
17356,17356,1163002,2,584827,27,1975,6,EUR,8,3,2018
17357,17357,1163002,3,584827,27,437,6,EUR,8,3,2018
17358,17358,1163003,1,1944572,0,819,1,USD,8,3,2018
17359,17359,1163004,1,1538701,57,354,2,USD,8,3,2018
17360,17360,1163004,2,1538701,57,1396,6,USD,8,3,2018
17361,17361,1163004,3,1538701,57,1676,6,USD,8,3,2018
17362,17362,1163004,4,1538701,57,1460,1,USD,8,3,2018
17363,17363,1163005,1,267168,9,1596,2,CAD,8,3,2018
17364,17364,1163006,1,1724782,48,1636,4,USD,8,3,2018
17365,17365,1163006,2,1724782,48,696,1,USD,8,3,2018
17366,17366,1163007,1,1877836,50,1423,1,USD,8,3,2018
17367,17367,1163007,2,1877836,50,498,1,USD,8,3,2018
17368,17368,1163007,3,1877836,50,1945,5,USD,8,3,2018
17369,17369,1163008,1,1618950,47,1419,1,USD,8,3,2018
17370,17370,1163008,2,1618950,47,2488,1,USD,8,3,2018
17371,17371,1163009,1,454774,23,1038,1,EUR,8,3,2018
17372,17372,1163010,1,623241,0,679,2,EUR,8,3,2018
17373,17373,1163010,2,623241,0,2503,5,EUR,8,3,2018
17374,17374,1163011,1,412041,19,26,2,EUR,8,3,2018
17375,17375,1163011,2,412041,19,1029,2,EUR,8,3,2018
17376,17376,1163012,1,523197,24,1583,5,EUR,8,3,2018
17377,17377,1163012,2,523197,24,550,1,EUR,8,3,2018
17378,17378,1163012,3,523197,24,570,10,EUR,8,3,2018
